index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
Limovents_20200519_1;0.3725;2.2053;13.0652;5292;13693;0.3864;15.0385;6.2097;157.5245;261.3053;7.8057;1453;2020-05-19_01_SNAC121907_src.csv;SNAC121907;12/05/20;1.67;1.23;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:26.5821. Treshold: 100. s: [0.0153];False;;;;Calibration lost: very low variations. Please control it;Noise:0.0017. Treshold: 100. s: 0.005;;6.16;;9.5;;;;;9.5;6.16;;;;;;6.05;;9.92;;4.79;9.5;6.16;;;;;0 days 00:01:13.200080;0;0.15647;;;;;;;;;0 days 00:05:44.987177;0.00301;0.07649;0.01123;;;;;1;yes_run;0.00107;0.00155;0.00135;0.00086;0.00105;0;-0.00025;-0.00018;-0.00012;-0.00008;0.00107;0.00157;0.00135;0.00084;0.00105;0;-0.00012;-0.00016;-0.00013;-0.00008;151;-124;;-7.75
ClerVerts_20200602_2;0.2854;4.1364;19.4258;4.4964;18.3153;0.2455;19.4585;4.7577;295.4599;388.5163;7.9126;2.9929;2020-06-02_02_SNAC111910_src.csv;SNAC111910;29/05/20;2.3;1.21;True;;;;;Noise:20.0. Treshold: 300. s: [0.0099];True;;;;;Noise:51.4409. Treshold: 100. s: [0.0245];True;;;;;Noise:0.0113. Treshold: 100. s: 0.2;;6.19;;9.71;5.68;;;;9.71;6.19;;;;9.56;;6.19;;;;4.8;9.64;6.19;;;;;0 days 00:01:11.432329;0;0.16892;;;;;;;;;0 days 00:03:28.257659;0.0017;0.10574;0.00358;;;;;1;yes_run;0.00218;0.00049;0.00044;0.00238;0.00217;-0.00043;-0.0002;0;-0.00002;-0.00026;0.00218;0.00048;0.00043;0.0025;0.00217;-0.00043;-0.00022;0;-0.00011;-0.00026;155;76;;4.75
Gatinais_20200616_1;0;2.8809;20.9475;18.6335;25.8894;0.7197;30.6267;0;205.7807;418.9505;7.9691;2.2418;2020-06-16_01_SNAC121901_src.csv;SNAC121901;16/06/20;1.88;1.47;True;;;;;Noise:23.7966. Treshold: 300. s: [0.0116];True;;;;;Noise:23.9097. Treshold: 100. s: [0.0121];True;;;;;Noise:0.009. Treshold: 100. s: 0.2;;;;5.65;9.67;;;;9.67;5.65;;;;9.81;5.35;7.42;3.98;;;4.79;9.74;5.5;;;;;0 days 00:02:42.548845;0.01359;0.22284;;;;;;;;;0 days 00:06:27.497824;0;0.07408;0.02952;;;;;6.48782;yes_run;0.00599;0.01051;0.00908;0.00254;0.00698;0.00227;0.00619;0.00527;-0.00079;0.00275;0.00599;0.01051;0.00908;0.00253;0.00698;0.00227;0.00618;0.00527;-0.00077;0.00275;519;-7;;-437
Medoc_20200616_5;;;10622;2.4558;8.1915;0.2997;8.8158;;;212.4404;7.4599;1.3686;2020-06-16_05_SNAC121904_src.csv;SNAC121904;03/06/20;1.99;1.14;True;;;;;Noise:92.3319. Treshold: 300. s: [0.0101];False;;too many pics in important section(s) of the signal;;;Noise:64.2829. Treshold: 100. s: [0.024];False;;too many pics in important section(s) of the signal;;;Noise:0.0136. Treshold: 100. s: 0.2;;6.13;;9.65;8.86;;;;9.65;6.13;8.26;;4.55;9.43;5.58;9.65;;;9.69;;;;;;;;0 days 00:01:04.599221;0.00077;0.10675;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;153;;;
Methavert_20200623_1;0.1357;1.5191;9449;2.8714;11.1364;0.2578;11.8665;2.2624;108.5092;188.9812;7.8202;1.8432;2020-06-23_01_SNAC111912_src.csv;SNAC111912;23/06/20;1.67;1.18;True;;;;;Noise:28.6834. Treshold: 300. s: [0.0525];True;;;;;Noise:49.9871. Treshold: 100. s: [0.0334];True;;;;;Noise:0.0128. Treshold: 100. s: 0.2;;6.52;;9.68;;;;;9.68;6.52;;;4.96;9.61;;3.28;;4.7;;4.96;9.64;6.52;;;;;0 days 00:01:32.944976;0.02392;0.11316;;;;;;;;;0 days 00:03:59.440706;0.00114;0.05505;0.00272;;;;;1.55303;yes_run;0.00209;0.0004;0.00033;0.00227;0.00188;0.00036;0.00018;0.00007;-0.00017;0.00022;0.00209;0.00039;0.00033;0.0023;0.00188;0.00036;0.00017;0.00007;0;0.00022;158;77;;4812
StepNantes_20200630_1;0;1.6869;4812;5.1658;8.1716;0.6321;9485;0;120.4984;96.2409;7.8112;0.7424;2020-06-30_01_SNAC111902_src.csv;SNAC111902;29/06/20;1.36;1.22;True;;;;;Noise:35.6647. Treshold: 300. s: [0.0982];True;;;;;Noise:65.8139. Treshold: 100. s: [0.0999];True;;;;;Noise:0.0049. Treshold: 100. s: 0.05;;;;9.74;5.53;;;;9.74;5.53;;;;9.42;;4.01;;5.08;;4.8;9.58;5.53;;;;;0 days 00:01:19.211166;0;0.07076;;;;;;;;;0 days 00:04:03.170883;0;0.07236;0.02041;;;;;5.37962;yes_run;0.00405;0.00587;0.00483;0.00437;0.00404;0.00054;0.00011;0.00033;0.00003;0.0006;0.00403;0.00587;0.00483;0.00443;0.00404;0.00052;0.00006;0.00031;0.00021;0.0006;156;48;;3
ClerVerts_20200630_1;0.3023;3.69;14.2807;3.8586;15.7594;0.2448;16.7405;5.0392;263.5756;285.6142;7.8878;2.8309;2020-06-30_01_SNAC111910_src.csv;SNAC111910;16/06/20;2.7;1.16;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:42.1522. Treshold: 100. s: [0.0941];True;;;;;Noise:0.0045. Treshold: 100. s: 0.05;;;;9.62;;;;;9.62;;;;;9.65;;3.75;;5.26;;4.8;9.64;5.97;;;;;0 days 00:01:07.020744;0.02568;0.10578;;;;;;;;;0 days 00:05:01.618868;0.0016;0.08394;0.00222;;;;;4.57136;yes_run;0.0023;0.00073;0.00109;0.00165;0.00218;0.00023;0.00018;0.00062;-0.00004;0.00027;0.0023;0.0008;0.00112;0.00144;0.00218;0.00023;0.00023;0.00066;0.00014;0.00027;156;67;;4187
Gatinais_20200630_1;0;2.9449;19.9597;19.5572;25.5398;0.7657;30512;0;210.3534;399.1952;7.8977;2.2102;2020-06-30_01_SNAC121901_src.csv;SNAC121901;16/06/20;1.79;1.49;True;;;;;Noise:35.292. Treshold: 300. s: [0.0229];True;;;;;Noise:26.7848. Treshold: 100. s: [0.0171];True;;;;;Noise:0.0041. Treshold: 100. s: 0.05;;;;5.6;9.64;;;;9.64;5.6;;;;9.63;5.54;4.11;7.11;;;4.79;9.63;5.57;;;;;0 days 00:02:37.660137;0.0167;0.22301;;;;;;;;;0 days 00:07:38.215692;0;0.07846;0.03788;;;;;5.98609;yes_run;0.00203;0.00314;0.0029;0.00152;0.00448;0.00006;0.00154;0.00168;-0.00098;0.00127;0.00203;0.00312;0.00291;0.0015;0.00448;0.00006;0.00151;0.00169;-0.00096;0.00127;513;-26;;-1625
Limovents_20200630_1;0.6183;2.0282;13178;5.5036;14.4687;0.3803;15868;10.3064;144.8725;263.5616;7.8122;1.7557;2020-06-30_01_SNAC121907_src.csv;SNAC121907;16/06/20;1.75;1.24;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:43.228. Treshold: 100. s: [0.0553];True;;;;;Noise:0.0095. Treshold: 100. s: 0.2;;;;9.63;6;;;;9.63;6;;;;9.34;;5.51;;;;4.79;9.48;6;;;;;0 days 00:01:17.990473;0.0077;0.1506;;;;;;;;;0 days 00:03:56.220975;0.00472;0.06647;0.01254;;;;;1;yes_run;0.00382;0.00195;0.00165;0.00491;0.0035;0.00145;0.00073;0.00047;0.00193;0.0014;0.00382;0.00193;0.00164;0.0049;0.0035;0.00145;0.00071;0.00047;0.00179;0.0014;0.15;-44;;-2.75
Medoc_20200630_1;;;5.6348;2.1444;7.3001;0.2937;7.8453;;;112.6969;7.8722;1.0199;2020-06-30_11_SNAC121904_src.csv;SNAC121904;18/06/20;2.1;1.1;True;;;;;Noise:60.0306. Treshold: 300. s: [0.0425];False;;too many pics in important section(s) of the signal;;;Noise:109.5456. Treshold: 100. s: [0.0227];False;;Probable lost of calibration. Too few pics in the signal;;Calibration lost: very low variations. Please control it;Noise:0.0027. Treshold: 100. s: 0.005;;6.52;10.2;5.51;7.11;;;;9.11;5.51;7.11;;;;;4.38;;10.06;;;;;;;;;0 days 00:00:45.429843;0.0151;0.05366;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;159;;;
Methabelair_20200713_1;3061;1.8277;11.2205;8.8673;13.8167;0.6417;16.0711;51.0182;130.5531;224.4119;7.7125;1.5161;2020-07-13_01_SNAC121903_src.csv;SNAC121903;13/07/20;1.93;1.23;True;;;;;Noise:54.3583. Treshold: 300. s: [0.0853];True;;;;;Noise:35.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0055. Treshold: 100. s: 0.05;4.63;6.54;;9.53;;;;4.63;9.53;;6.54;;;;;4.36;;9.78;;4.63;9.53;5.8;;;;;0 days 00:01:38.941131;0.03619;0.11627;;;;;;;;;0 days 00:03:37.609768;0.02146;0.05492;0.00231;;;;;9.91667;yes_run;0.00332;0.00374;0.00303;0.00119;0.00314;0.00113;0.00149;0.00133;0.00016;0.00131;0.00332;0.00318;0.00299;0.00106;0.00314;0.00113;0.00085;0.00132;-0.00001;0.00131;153;-94;;-5875
Limovents_20200713_2;;;13.8202;5.3365;14.3298;0.3724;15.6865;;;276.4059;7.6763;1.9619;2020-07-13_02_SNAC121907_src.csv;SNAC121907;06/07/20;1.5;1.29;True;;;;;Noise:10.0. Treshold: 300. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:75.2788. Treshold: 100. s: [0.0278];True;;;;;Noise:0.0046. Treshold: 100. s: 0.05;;;;9.39;6.74;;;;8.9;5.96;9.39;6.74;4.78;8.59;;9.21;6.21;;;;;;;;;;0 days 00:01:51.808751;0.00667;0.18427;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;151;;;
Ensaia_20200728_1;0.0681;0.5609;19.3294;3877;12.8862;0.3008;13.8719;1135;40.0694;386.5887;7.8889;0.9797;2020-07-28_01_SNAC111901_src.csv;SNAC111901;16/07/20;1.41;1.25;True;;;;;Noise:193.7696. Treshold: 300. s: [0.0143];True;;;;;Noise:30.3636. Treshold: 100. s: [0.0101];True;;;;;Noise:0.0048. Treshold: 100. s: 0.05;;;;8.75;5.31;;;;8.75;5.31;3.41;;;9.04;;5.98;;;;4.79;8.9;5.31;;;;;0 days 00:01:37.996307;0.0699;0.27417;;;;;;;;;0 days 00:04:06.586466;0.00063;0.02258;0.00386;;;;;11.00799;yes_run;0.00261;0.00029;0.00069;0.00327;0.0023;0.00033;-0.00012;0.00029;-0.00129;0.00055;0.00261;0.00031;0.00081;0.0032;0.0023;0.00033;-0.00003;0.00034;-0.00058;0.00055;156;-186;;-11625
Methavert_20200728_1;0.0242;1.7752;11.1251;3.4769;12.6438;0.2749;13.5278;0.4044;126.8016;222.5037;7.7522;2.0799;2020-07-28_01_SNAC111912_src.csv;SNAC111912;27/07/20;1.83;1.18;True;;;;;Noise:19.6151. Treshold: 300. s: [0.0293];True;;;;;Noise:25.3621. Treshold: 100. s: [0.0089];False;;;Shift in pH 9.6-9.69. Derivative value 0.109 higher than 0.1;;Noise:0.0149. Treshold: 100. s: 0.2;;6.58;;9.8;;;;;9.8;;6.58;;;8.91;;9.62;;10.31;;4.8;9.8;5.92;6.58;;;;0 days 00:01:47.792654;0.03592;0.12158;;;;;;;;;0 days 00:03:38.987147;0.00018;0.05854;0.00309;;;;;1;yes_run;0.00114;0.0015;0.0016;0.00063;0.00105;0.00035;0.00045;0.00081;-0.00021;0.0003;0.00114;0.00156;0.0016;0.00062;0.00105;0.00035;0.00051;0.00082;-0.00022;0.0003;154;21;;1312
ClerVerts_20200728_2;0.1042;3.6595;16.1346;2.9975;15.2123;197;15.9744;1.7381;261.3984;322.6924;7.8338;2.7524;2020-07-28_02_SNAC111910_src.csv;SNAC111910;28/07/20;2.14;1.19;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:30.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0054. Treshold: 100. s: 0.05;;6.16;;9.64;;;;;9.64;6.16;;;;9.46;5.96;4.23;6.28;;;4.8;9.55;6.06;;;;;0 days 00:01:07.757390;0;0.15079;;;;;;;;;0 days 00:07:09.685352;0.00068;0.10226;0.00452;;;;;1.67517;yes_run;0.00181;0.00096;0.00087;0.00196;0.00175;-0.00059;0.00013;0.0002;-0.00047;-0.00047;0.00181;0.00098;0.00087;0.00196;0.00175;-0.00059;0.00014;0.0002;-0.00047;-0.00047;154;19;;1187
Medoc_20200728_2;1.0683;;7.1713;5.8254;9.9831;0.5835;11.4641;17.8064;;143.4276;7.3977;1351;2020-07-28_02_SNAC121904_src.csv;SNAC121904;20/07/20;2;1.28;True;;;;;Noise:27.6146. Treshold: 300. s: [0.0591];True;;;;;Noise:53.6625. Treshold: 100. s: [0.0142];False;;;;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.004. Treshold: 100. s: 0.05;;;10.33;5.56;6.63;;;;;5.56;10.33;6.63;;;;10.28;;;;4.79;9.18;5.56;10.33;6.63;;;0 days 00:01:53.697719;0.05881;0.07171;;;;;;;;;0 days 00:07:57.734877;0.00693;;0.01187;0.03987;0.01298;;;7.2227;yes_run;0.00487;0.00117;0.00143;0.00374;0.0043;0.00075;-0.00003;-0.0003;0.00276;0.0003;0.00487;0.00118;0.0014;0.00381;0.0043;0.00075;-0.00003;-0.00028;0.00304;0.0003;1074;1092;;46625
Limovents_20200804_4;0.5938;2.7433;19.8914;5.3607;19.8837;0.2696;21.2466;9.8979;195.9509;397828;8.0192;1.9479;2020-08-04_04_SNAC121907_src.csv;SNAC121907;04/08/20;1.56;1.34;True;;;;;Noise:25.4024. Treshold: 300. s: [0.0447];True;;;;;Noise:26.8478. Treshold: 100. s: [0.0148];False;;too many pics in important section(s) of the signal;;;Noise:0.0044. Treshold: 100. s: 0.05;;;;9.65;5.97;;;;9.65;5.97;;;;9.13;;;;2.65;9.48;4.79;9.65;5.97;;;;;0 days 00:02:16.284557;0;0.25501;;;;;;;;;0 days 00:06:31.112281;0.0047;0.09309;0.01786;;;;;15;yes_run;0.00206;0.00197;0.00167;0.00142;0.00205;0.00016;0.00034;0.00032;-0.00081;0.00027;0.00206;0.00202;0.00169;0.00142;0.00205;0.00016;0.00044;0.00028;-0.00055;0.00027;153;-166;;-10375
StepNantes_20200811_1;0.0157;1.5548;5.0857;4.09;7.4849;0.5464;8.5247;0.2627;111.0627;101.7158;7.6015;0.9128;2020-08-11_01_SNAC111902_src.csv;SNAC111902;10/08/20;1.32;1.21;True;;;;;Noise:189.6757. Treshold: 300. s: [0.001];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0016. Treshold: 100. s: 0.005;;;;9.59;5.53;;;;9.59;5.53;;;4.51;9.31;;6.72;;5.23;;4.51;9.45;5.53;;;;;0 days 00:01:47.815282;0.0097;0.07705;;;;;;;;;0 days 00:05:05.655762;0.00016;0.06933;0.01978;;;;;9.37956;yes_run;0.00243;0.00066;0.00059;0.00303;0.00233;0.00034;-0.00021;-0.00005;-0.00005;0.00043;0.00243;0.00066;0.00059;0.00303;0.00233;0.00034;-0.0002;-0.00005;-0.00009;0.00043;153;-25;;-1562
Methabelair_20200811_1;2.3902;2.2117;16.6839;9.1704;17.3433;0.5287;19.6748;39.8381;157982;333.6789;7.7056;1.9897;2020-08-11_01_SNAC121903_src.csv;SNAC121903;29/07/20;1.42;1.36;True;;;;;Noise:75.0. Treshold: 300. s: [0.01];True;;;;;Noise:67.5791. Treshold: 100. s: [0.0587];True;;;;;Noise:0.0085. Treshold: 100. s: 0.2;;6.33;;9.32;4.44;;;4.44;9.32;6.33;;;5.17;9.45;;;;;;4.81;9.39;6.33;;;;;0 days 00:02:46.127957;0.03676;0.23498;;;;;;;;;0 days 00:05:17.902784;0.0206;0.0817;0.01244;;;;;1.84092;yes_run;0.00507;0.00243;0.00199;0.00293;0.00504;0.00132;-0.00044;-0.00003;0.00044;0.00209;0.00507;0.00242;0.00198;0.00248;0.00504;0.00132;-0.00009;-0.00001;-0.00038;0.00209;221;-131;;-8187
Limovents_20200818_2;0.4656;2586;19.6543;5.5432;19.8021;0.2799;21.2115;7.7615;184.7152;393.0874;7.9389;1.7837;2020-08-18_02_SNAC121907_src.csv;SNAC121907;04/08/20;1.53;1.35;True;;;;;Noise:24.6796. Treshold: 300. s: [0.043];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:0.0048. Treshold: 100. s: 0.05;;;;9.45;5.78;;;;9.45;5.78;;;;9.01;5.81;9.21;;9.65;;4.79;9.45;5.78;;;;;0 days 00:02:32.049542;0;0.25691;;;;;;;;;0 days 00:07:13.286602;0.00374;0.08909;0.0182;;;;;15;yes_run;0.00145;0.00125;0.00119;0.00081;0.00156;0.00039;0.00038;0.00029;-0.00038;0.00046;0.00145;0.00101;0.00115;0.00076;0.00156;0.00038;0.00021;0.00033;-0.00041;0.00046;153;-0.25;;-15625
Limovents_20200901_1;0.28;1644;13.0527;5.8616;14.3788;0.4076;15869;4668;117431;261.0548;7753;1.0977;2020-09-01_01_SNAC121907_src.csv;SNAC121907;26/08/20;1.71;1.24;True;;;;;Noise:23.7225. Treshold: 300. s: [0.0145];True;;;;;Noise:37.5574. Treshold: 100. s: [0.0192];True;;;;;Noise:0.0077. Treshold: 100. s: 0.2;;;;9.64;5.89;;;;9.64;5.89;;;;9.13;;2.93;;2.52;;4.79;9.38;5.89;;;;;0 days 00:01:15.264090;0.01236;0.15266;;;;;;;;;0 days 00:04:14.494115;0.00218;0.05497;0.01486;;;;;2.93564;yes_run;0.00306;0.00145;0.00134;0.00341;0.00284;0.00089;0.00009;0.00017;0.00162;0.00096;0.00305;0.0015;0.00132;0.00314;0.00284;0.00089;0.00016;0.0002;0.00098;0.00096;154;-165;;-10312
StepNantes_20200902_1;0.8561;1585;5.2738;7.3215;8.6016;0.8511;10463;14.2696;113.2161;105.4766;7.7239;0.0051;2020-09-02_01_SNAC111902_src.csv;SNAC111902;31/08/20;1.42;1.24;True;;;;;Noise:72.2609. Treshold: 300. s: [0.0506];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0013. Treshold: 100. s: 0.005;;;;9.73;5.51;;;;9.73;5.51;;;;9.3;;6.45;;5.24;;4.8;9.51;5.51;;;;;0 days 00:00:59.960569;0.03363;0.07427;;;;;;;;;0 days 00:05:43.288029;0.00807;0.06403;0.01894;;;;;10.30407;yes_run;0.00307;0.00117;0.0012;0.0037;0.00288;0.0005;0.00039;0.00063;-0.00023;0.00066;0.00307;0.00116;0.0012;0.00372;0.00288;0.0005;0.00038;0.00062;-0.00003;0.00066;0.16;79;;4937
Methabelair_20200907_1;4.4772;2085;11.4751;11953;15728;0.7599;18.7669;74.6207;148.9341;229.5027;7.7315;1.7968;2020-09-07_01_SNAC121903_src.csv;SNAC121903;07/09/20;1.52;1.34;True;;;;;Noise:27.2003. Treshold: 300. s: [0.049];True;;;;;Noise:58.908. Treshold: 100. s: [0.0265];True;;;;;Noise:0.0045. Treshold: 100. s: 0.05;;6.37;;9.48;4.49;;;4.49;9.48;6.37;;;;9.64;;4.28;;;;4.49;9.56;6.37;;;;;0 days 00:02:19.669997;0.04434;0.15098;;;;;;;;;0 days 00:06:46.549025;0.03655;0.07296;0.01028;;;;;3.34045;yes_run;0.00378;0.00137;0.00218;0.00222;0.0036;0.00097;-0.00034;0.00052;0.00012;0.00146;0.00378;0.00146;0.00215;0.00182;0.0036;0.00097;-0.00013;0.00063;-0.0002;0.00146;153;-81;;-5062
StepNantes_20200908_1;2.9286;1.4795;4.8298;8.9612;8.5553;1.0474;10.8336;48.8109;105.6855;96.5967;7.6754;0.0006;2020-09-08_01_SNAC111902_src.csv;SNAC111902;07/09/20;1.35;1.26;True;;;;;Noise:35.0. Treshold: 300. s: [0.01];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;Shift in pH 5.1-5.2. Derivative value 0.106 higher than 0.05;;Noise:0.0101. Treshold: 100. s: 0.2;;;;9.74;5.58;;;;9.74;5.58;;;4.84;9.27;5.9;;;5.13;;4.8;9.74;5.58;;;;;0 days 00:01:31.347530;0.04018;0.07155;;;;;;;;;0 days 00:05:45.330145;0.02852;0.06175;0.01434;;;;;5.35137;yes_run;0.00142;0.00179;0.00185;0.00079;0.00188;0.00034;0.00013;0.00042;-0.00022;0.00067;0.00142;0.00181;0.00182;0.00085;0.00188;0.00034;0.00014;0.00038;-0.00015;0.00067;0.15;51;;3187
Ensaia_20200909_2;0.2875;;7.2128;7.8043;12.5919;0.6197;14.5761;4.7923;;144.2579;8.0503;0.1421;2020-09-09_02_SNAC111901_src.csv;SNAC111901;09/09/20;1.58;1.24;True;;;;;Noise:23.8511. Treshold: 300. s: [0.031];True;;;;;Noise:36.1692. Treshold: 100. s: [0.0164];False;;;;Calibration lost: very low variations. Please control it;Noise:0.0012. Treshold: 100. s: 0.005;;;10.24;4.09;5.63;;;;;5.63;10.24;4.09;;;;3.33;9.56;;;4.8;9.35;5.63;10.24;4.09;;;0 days 00:01:50.233856;0.02879;0.0913;;;;;;;;;0 days 00:06:35.089912;0.00243;;0.0028;0.02691;0.01871;;;1;yes_run;0.00356;0.00031;0.00046;0.00472;0.00306;0.00182;0.00008;-0.00017;4;0.0015;0.00357;0.0003;0.00042;0.00443;0.00306;0.00182;0.00005;-0.00011;0.00334;0.0015;1148;1004;;43875
Medoc_20200909_6;0.5845;1648;5.1934;3.3516;6.9642;0.4812;7.8163;9.7423;117.7161;103.8684;7.9339;1.4422;2020-09-09_06_SNAC121904_src.csv;SNAC121904;07/09/20;1.99;1.1;True;;;;;Noise:47.1418. Treshold: 300. s: [0.0427];True;;;;;Noise:47.5731. Treshold: 100. s: [0.0137];False;;;;Calibration lost: very low variations. Please control it;Noise:0.0049. Treshold: 100. s: 0.05;4.92;6.38;;9.64;;;;4.92;9.64;6.38;;;5.07;9.18;;;;;;4.92;9.64;6.38;;;;;0 days 00:00:53.901494;0.01146;0.05219;;;;;;;;;0 days 00:03:21.216260;0.00441;0.05334;0.00164;;;;;15;yes_run;0.00107;0.00016;0.00036;0.00119;0.00099;-0.00012;0.00006;-0.00011;-0.00014;-0.00018;0.00107;0.00017;0.00042;0.00118;0.00099;-0.00012;0.00003;-0.00015;-0.00011;-0.00018;156;114;;7125
Menez_Avel_20200915_1;1.3536;2.2558;11.8465;5.9928;13.9092;0.4308;15.4328;22.5603;161.1352;236931;7.7842;2.1291;2020-09-15_01_SNAC121905_src.csv;SNAC121905;10/09/20;2.07;1.2;True;;;;;Noise:22.0802. Treshold: 300. s: [0.0323];True;;;;;Noise:53.3927. Treshold: 100. s: [0.0352];True;;;;;Noise:0.0047. Treshold: 100. s: 0.05;4.52;6.3;;9.58;;;;4.52;9.58;6.3;;;4.8;9.64;;;;;;4.66;9.61;6.3;;;;;0 days 00:01:24.770291;0;0.11445;;;;;;;;;0 days 00:05:36.728430;0.00907;0.06484;0.00334;;;;;1697;yes_run;0.00315;0.0004;0.00065;0.00357;0.00286;0.00053;0.00025;-0.00023;0.00053;0.00059;0.00315;0.0004;0.00066;0.00356;0.00286;0.00053;0.00025;-0.00024;0.00058;0.00059;151;22;;1375
Limovents_20200915_1;0;2.2867;18936;5.8082;19.6297;0.2958;21.1064;0;163.3414;378.7202;7.9929;1.4867;2020-09-15_01_SNAC121907_src.csv;SNAC121907;15/09/20;1.58;1.34;True;;;;;Noise:15.3307. Treshold: 300. s: [0.0175];True;;;;;Noise:25.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0045. Treshold: 100. s: 0.05;;;;9.58;5.81;;;;9.58;5.81;;;;9.29;5.5;3.58;7.39;;;4.79;9.43;5.65;;;;;0 days 00:02:18.390341;0;0.23969;;;;;;;;;0 days 00:06:20.250429;0;0.07698;0.01776;;;;;4.88555;yes_run;0.00511;0.00488;0.00403;0.00621;0.00468;0.00385;0.00293;0.00218;0.00554;0.0032;0.00511;0.00462;0.00403;0.00578;0.00468;0.00384;0.00241;0.00225;0.00483;0.0032;0.15;-255;;-15937
Medoc_20200921_3;1.9331;2.2023;9.1383;5.9243;10.6739;555;12.18;32.2187;157.3082;182.7676;7.4881;1.6965;2020-09-21_03_SNAC121904_src.csv;SNAC121904;07/09/20;1.99;1.16;True;;;;;Noise:15.0. Treshold: 300. s: [0.0099];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];False;;;;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.0136. Treshold: 100. s: 0.2;4.55;;;9.62;;;;4.55;9.62;;;;;;;8.96;5.46;;;4.55;9.62;5.92;;;;;0 days 00:01:21.066451;0.01868;0.09184;;;;;;;;;0 days 00:04:24.403514;0.01391;0.06793;0.00203;;;;;1;yes_run;0.00115;0.00042;0.00037;0.00121;0.00103;-0.00015;0.00015;0.00005;-0.00014;-0.00014;0.00115;0.00042;0.00038;0.00121;0.00103;-0.00015;0.00016;0.00005;-0.00015;-0.00014;151;28;;1.75
