"name","VFA_geq","TAN_geq","IC_geq","FOS_geq","TAC_geq","FOS_TAC","total_alcalinity","VFA_mmol","TAN_mmol","IC_mmol","pH_initial","conductivity_initial","0_1","0_2","0_3","101_0","101_1","101_2","101_3","101_4","101_5","102_0","102_1","102_2","102_3","102_4","102_5","103_0","103_1","103_2","103_3","103_4","103_5","201_pKa_acetatic/acetate","201_pKa_H2CO3/HCO3","201_pKa_HCO3/CO32","201_pKa_fb_vfa_1","201_pKa_fb_vfa_2","201_pKa_fb_nh4_1","201_pKa_fb_nh4_2","202_pKa_acetatic/acetate","202_pKa_NH4/NH3","202_pKa_unknown_pH6","202_pKa_fb_vfa_1","202_pKa_fb_vfa_2","203_pKa_acetatic/acetate","203_pKa_NH4/NH3","203_pKa_unknown_pH6","203_pKa_fb_vfa_1","203_pKa_fb_vfa_2","203_pKa_fb_nh4_1","203_pKa_fb_nh4_2","204_pKa_acetatic/acetate","204_pKa_NH4/NH3","204_pKa_unknown_pH6","204_pKa_fb_vfa_1","204_pKa_fb_vfa_2","204_pKa_fb_nh4_1","204_pKa_fb_nh4_2","301_time","301_acetatic/acetate","301_H2CO3/HCO3","301_HCO3/CO32","301_fb_vfa_1","301_fb_vfa_2","301_fb_nh4_1","301_fb_nh4_2","302_time","302_acetatic/acetate","302_NH4/NH3","303_time","303_acetatic/acetate","303_NH4/NH3","303_unknown_pH6","303_fb_vfa_1","303_fb_vfa_2","303_fb_nh4_1","303_fb_nh4_2","303_lambda_unknown_pH6","304_if_fb","401_1","402_1","501_coef","501_R2","502_RMSE","503_error_VFA","503_error_pH6","503_error_VFA_pH6","503_error_TAN","503_error_global","504_distance_pka_VFA","504_distance_pka_TAN"
"Methavert_20211014_1",4.32505265583093,,9.78732843831252,9.04820910283203,12.2830158361684,0.736643933665605,14.5834079809562,72.0842109305155,,195.74656876625,7.6707,2.57799984,"SNAC111912","07/10/21",1.7,"True",,,,,"Noise:30.1661. Treshold: 300. s: [0.0207]","True",,,,,"Noise:31.1628. Treshold: 100. s: [0.008]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.011. Treshold: 100. s: 0.2",,6.37,,,,,,4.66,,6.53,9.97,,,,,10.36,,10.06,,4.66,9.35,6.53,9.97,,,,"0 days 00:03:08.394906",0.03605,0.11514,,,,,,,,,"0 days 00:09:56.448577",0.03436,,0.00441,0.07704,,,,1.93929,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00779,0.00047,0.00107,0.00075,0.00107,0.00128,0.151,0.739
"Methavert_20211014_3",3.09594372792153,2.05774566155223,11.0329744745981,7.99745652316293,12.8795042982148,0.62094443528168,14.912755956646,51.5990621320256,146.981832968016,220.659489491962,7.8705,2.48554592,"SNAC111912","07/10/21",1.62,"True",,,,,"Noise:28.2748. Treshold: 300. s: [0.0176]","True",,,,,"Noise:33.5647. Treshold: 100. s: [0.0366]","True",,,,,"Noise:0.0089. Treshold: 100. s: 0.2",5.09,6.23,,,,,,4.49,9.43,,9.93,,4.46,,,10.55,,9.91,,4.49,9.43,5.91,,,,,"0 days 00:02:21.321826",0.01255,0.1362,,,,,,,,,"0 days 00:06:51.125685",0.02559,0.07291,0.00407,,,,,1,"yes_run",,"fb_nh4 close to pka_nh4 has been found. We decide to do not take into account the fb",,,0.0066,0.00139,0.00071,0.00117,0.01102,0.00818,0.153,0.037
"Gatinais_20211015_1",0.811733390863044,,22.3339056811527,10.7726569016134,21.6717269921688,0.497083453732421,24.4105380688502,13.5288898477174,,446.678113623053,7.9668,1.3871584,"SNAC121901","12/10/21",1.87,"True",,,,,"Noise:16.3732. Treshold: 300. s: [0.0209]","True",,,,,"Noise:23.9248. Treshold: 100. s: [0.0155]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.004. Treshold: 100. s: 0.05",,6.23,,7.37,,,,,,6.08,9.94,,4.72,9.45,5.98,,,6.18,9.79,4.8,9.33,6.08,9.94,,,,"0 days 00:03:32.792398",0,0.23886,,,,,,,,,"0 days 11:19:02.392571",0.00522,,0.02408,0.09489,,,,8.32074,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0047,0.00053,0.0013,0.00112,0.00294,0.00551,0.405,0.705
"Methavert_20211015_2",4.64149577240014,,9.91206698937314,9.52465593794719,12.6522021957872,0.752806174811101,15.0737248918755,77.3582628733356,,198.241339787463,7.7683,2.55239984,"SNAC111912","07/10/21",1.73,"True",,,,,"Noise:25.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:29.1227. Treshold: 100. s: [0.0246]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0049. Treshold: 100. s: 0.05",4.82,6.17,,,,,,4.47,,,10.05,,,,,4.37,,10.06,,4.47,9.41,6.06,10.05,,,,"0 days 00:12:38.312573",0.02041,0.11459,,,,,,,,,"0 days 00:39:38.242351",0.03616,,0.00572,0.08133,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00266,0.00252,0.00136,0.00217,0.00207,0.00243,0.155,0.818
"Methavert_20211015_3",2.04842335698913,,10.9623149227877,6.32317770856859,12.9294157225641,0.489053631211929,14.53700327559,34.1403892831522,,219.246298455755,8.0513,2.50653456,"SNAC111912","07/10/21",1.7,"True",,,,,"Noise:42.5473. Treshold: 300. s: [0.0531]","True",,,,,"Noise:46.3353. Treshold: 100. s: [0.0426]","False",,"too many pics in important section(s) of the signal","Shift in pH 9.4-9.5. Derivative value 0.081 higher than 0.05",,"Noise:0.0109. Treshold: 100. s: 0.2",,6.32,,,,,,4.45,,,9.99,,,9.4,,9.55,,,2.63,4.45,9.32,5.97,9.99,,,,"0 days 00:14:54.453098",0.01042,0.12896,,,,,,,,,"0 days 00:42:12.503563",0.01639,,0.00507,0.07529,,,,8.83943,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.014,0.00104,0.0013,0.00116,0.00293,0.00243,0.151,0.756
"Methavert_20211016_1",1.2562575957833,,9.08601529816356,8.09050072958876,12.2067223403394,0.662790592266702,14.2636293054891,20.9376265963883,,181.720305963271,7.8245,2.51185568,"SNAC111912","07/10/21",1.7,"True",,,,,"Noise:24.3181. Treshold: 300. s: [0.0501]","True",,,,,"Noise:63.1086. Treshold: 100. s: [0.0275]","False",,,"Shift in pH 3.51-3.58. Derivative value 0.114 higher than 0.1",,"Noise:0.0095. Treshold: 100. s: 0.2",,6.31,,,,,,4.91,,,10.03,4.2,4.48,,6.05,,3.38,,,4.91,9.44,6.1,10.03,4.2,,,"0 days 00:18:13.903861",0.02431,0.10689,,,,,,,,,"0 days 00:54:29.194751",0.00987,,0.00583,0.08485,0.03008,,,10.92687,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01018,0.00248,0.00278,0.00257,0.00198,0.00241,0.15,0.799
"Methavert_20211016_2",0.892837385053754,,11.19647172608,4.12635595696187,12.624845759188,0.326844068883678,13.6739193075682,14.8806230842292,,223.9294345216,8.1391,2.43256816,"SNAC111912","07/10/21",1.79,"True",,,,,"Noise:23.6115. Treshold: 300. s: [0.034]","True",,,,,"Noise:31.3184. Treshold: 100. s: [0.0078]","False",,,"Shift in pH 10.0-10.1. Derivative value 0.055 higher than 0.05",,"Noise:0.0125. Treshold: 100. s: 0.2",,6.38,,,,,,5.15,,6.27,9.98,,4.51,,,10.13,,9.88,,5.15,9.29,6.27,9.98,,,,"0 days 00:12:56.740090",0.00764,0.1251,,,,,,,,,"0 days 00:26:20.174447",0.00692,,0.00256,0.06819,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01122,0.00083,0.00068,0.00076,0.00314,0.0027,0.155,0.74
"Methavert_20211018_1",1.9646933581595,,10.1419197282123,5.69009051117689,11.5126809851897,0.494245477530108,12.9593141659974,32.7448893026584,,202.838394564246,7.8908,2.12683696,"SNAC111912","07/10/21",1.57,"True",,,,,"Noise:35.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:35.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 10.1-10.1. Derivative value 0.051 higher than 0.05",,"Noise:0.0113. Treshold: 100. s: 0.2",,6.08,,,,,,4.59,,6.48,10,,4.53,,,10.13,,9.88,,4.59,9.35,6.48,10,,,,"0 days 00:12:51.005144",0,0.12919,,,,,,,,,"0 days 00:41:24.638212",0.01718,,0.00472,0.07486,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0087,0.00086,0.00093,0.00089,0.00267,0.00232,0.151,0.761
"Methavert_20211018_2",0.477048751307903,,13.3986355825143,3.5048843423139,14.1030884348215,0.248518922540406,14.9941607252403,7.95081252179838,,267.972711650287,8.2024,2.3238752,"SNAC111912","07/10/21",1.57,"True",,,,,"Noise:19.9456. Treshold: 300. s: [0.0057]","True",,,,,"Noise:30.624. Treshold: 100. s: [0.008]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0114. Treshold: 100. s: 0.2",,6.32,,,,,,,,6.46,9.96,,4.94,9.61,,9.76,,9.99,,4.8,9.42,6.46,9.96,,,,"0 days 00:14:53.724364",0,0.17068,,,,,,,,,"0 days 00:38:00.719319",0.00407,,0.00597,0.08568,,,,6.02003,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00748,0.00056,0.00111,0.00091,0.00198,0.00183,0.152,0.724
"Methavert_20211020_1",0.865222704814362,,11.8526017147157,4.34465791792487,12.5666129086154,0.345730225759261,13.6711869555455,14.4203784135727,,237.052034294315,7.771,2.62101152,"SNAC111912","07/10/21",1.64,"True",,,,,"Noise:20.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:34.9106. Treshold: 100. s: [0.017]","False",,"too many pics in important section(s) of the signal","Shift in pH 4.7-4.9. Derivative value 0.301 higher than 0.05",,"Noise:0.0102. Treshold: 100. s: 0.2",,6.23,,,,,,,,,9.99,6.71,4.75,9.66,5.91,,,4.31,,4.8,9.39,6.05,9.99,6.71,,,"0 days 00:12:00.768595",0,0.14454,,,,,,,,,"0 days 00:35:01.293243",0.00722,,0.00398,0.07349,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0331,0.00031,0.00176,0.00128,0.00277,0.0024,0.153,0.757
"Methavert_20211020_2",0.224480155541908,,14.7319220346984,3.30622470194732,13.8519306983702,0.238683312380153,14.6924963005602,3.74133592569847,,294.638440693969,7.9658,2.24222112,"SNAC111912","07/10/21",1.64,"True",,,,,"Noise:33.6738. Treshold: 300. s: [0.0284]","True",,,,,"Noise:23.9343. Treshold: 100. s: [0.012]","False",,"Probable lost of calibration. Too few pics in the signal",,,"Noise:0.0056. Treshold: 100. s: 0.05",,6.36,,,,,,4.71,,6.38,9.86,,,,,5.79,,10.03,,4.71,9.3,6.38,9.86,,,,"0 days 00:13:15.294609",0,0.17965,,,,,,,,,"0 days 00:35:04.490410",0.00185,,0.00364,0.07694,,,,14.64029,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.0033,0.00039,0.00073,0.00061,0.0018,0.0018,0.153,0.621
"Biowatt_20211022_1",1.82776256010978,,20.8994465038236,9.17172189985065,24.8888916174787,0.368506643076449,27.2206853208306,30.4627093351631,,417.988930076472,8.171,2.25423152,"SNAC111904","22/10/21",2,"True",,,,,"Noise:25.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:23.6399. Treshold: 100. s: [0.0278]","False",,"too many pics in important section(s) of the signal","Shift in pH 8.76-8.79. Derivative value 1.0 higher than 0.1",,"Noise:0.0077. Treshold: 100. s: 0.2",,6.31,,,,,,,,5.69,9.9,,,9.62,,9.01,,8.85,,4.8,9.37,5.69,9.9,,,,"0 days 00:23:42.735610",0,0.20899,,,,,,,,,"0 days 01:09:01.336998",0.01139,,0.01834,0.1607,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00888,0.00066,0.00329,0.0025,0.00938,0.00829,1.145,0.664
"Methavert_20211022_1",0.193848241205077,,14.4470336412003,3.50461671376106,14.3778592793997,0.243750939945726,15.268863528661,3.23080402008462,,288.940672824005,8.013,2.5985408,"SNAC111912","22/10/21",1.64,"True",,,,,"Noise:15.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 10.4-10.4. Derivative value 0.05 higher than 0.05",,"Noise:0.0113. Treshold: 100. s: 0.2",,6.35,,,,,,,,6.57,9.89,,5.13,,,10.48,,10.72,,4.8,9.36,6.57,9.89,,,,"0 days 00:13:14.571674",0,0.17618,,,,,,,,,"0 days 00:40:43.319817",0.0016,,0.00446,0.08206,,,,11.68899,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01027,0.00062,0.00121,0.001,0.00152,0.0014,0.15,0.656
"Methavert_20211025_1",0.203145005851319,,14.0567168839384,4.11376643578763,13.5767430682607,0.30300097859292,14.6226158909185,3.38575009752198,,281.134337678768,7.8149,2.69743104,"SNAC111912","25/10/21",1.68,"True",,,,,"Noise:20.7513. Treshold: 300. s: [0.0185]","True",,,,,"Noise:60.6702. Treshold: 100. s: [0.0118]","True",,,,,"Noise:0.0099. Treshold: 100. s: 0.2",,6.26,,,,,,5.09,,6.44,9.79,,,9.67,,5.27,,,,5.09,9.36,6.44,9.79,,,,"0 days 00:13:44.612164",0,0.16734,,,,,,,,,"0 days 00:44:38.329603",0.00166,,0.00356,0.07719,,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00587,0.00013,0.00043,0.00033,0.001,0.00089,0.156,0.557
"Methavert_20211025_3",0.105224435157827,,13.9979589874616,3.8041414498513,13.1390807857836,0.289528735828108,14.106235391678,1.75374058596378,,279.959179749232,7.8603,2.62253072,"SNAC111912","25/10/21",1.68,"True",,,,,"Noise:30.8294. Treshold: 300. s: [0.001]","True",,,,,"Noise:20.1749. Treshold: 100. s: [0.01]","False",,"too many pics in important section(s) of the signal","Shift in pH 5.9-6.2. Derivative value 0.079 higher than 0.05",,"Noise:0.0125. Treshold: 100. s: 0.2",,6.24,,,,,,,,6.49,9.78,,5.03,9.31,5.89,9.41,,,9.54,4.8,9.3,6.49,9.78,,,,"0 days 00:11:05.540017",0,0.16664,,,,,,,,,"0 days 00:38:52.338145",0.00086,,0.00374,0.07402,,,,9.43457,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01946,0.00028,0.00076,0.0006,0.00285,0.00233,0.16,0.549
"Methavert_20211026_1",0.235891879694216,2.28822859329495,12.9965549004135,3.91552219817814,13.4091614806516,0.292003508483952,14.4046332259512,3.93153132823693,163.444899521068,259.931098008271,7.7578,2.47892112,"SNAC111912","25/10/21",1.65,"True",,,,,"Noise:15.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:21.647. Treshold: 100. s: [0.0102]","True",,,,,"Noise:0.0126. Treshold: 100. s: 0.2",,6.2,,,,,,,9.8,6.39,,,,,,10.22,,10.61,,4.8,9.8,6.39,,,,,"0 days 00:12:40.810246",0,0.15753,,,,,,,,,"0 days 00:35:44.173906",0.00197,0.08208,0.00489,,,,,13.49341,"yes_run",,,,,0.01111,0.00024,0.00078,0.00061,0.00095,0.00094,0.153,0.163
"Methavert_20211027_1",,,11.6088486395216,3.83908290474427,12.5621081407252,0.305608171951515,13.5381461673551,,,232.176972790432,7.7623,2.61465504,"SNAC111912","25/10/21",1.67,"True",,,,,"Noise:15.0. Treshold: 300. s: [0.0099]","False",,"too many pics in important section(s) of the signal",,,"Noise:231.3064. Treshold: 100. s: [0.0153]","True",,,,,"Noise:0.0124. Treshold: 100. s: 0.2",,,,6.07,,,,4.47,,6.06,9.87,4.15,,,,6.58,,9.93,,,,,,,,,"0 days 00:13:30.547361",0.01948,0.13902,,,,,,,,,,,,,,,,,,"no_run",,,,,0.00941,,,,,,0.271,
"Methavert_20211027_2",,,13.0544846591012,4.08980338802172,13.2235682126852,0.309281377177638,14.2633487350636,,,261.089693182024,7.8002,2.50857808,"SNAC111912","25/10/21",1.72,"True",,,,,"Noise:20.6679. Treshold: 300. s: [0.0193]","False",,"too many pics in important section(s) of the signal",,,"Noise:50.0. Treshold: 100. s: [0.0099]","True",,,,,"Noise:0.0136. Treshold: 100. s: 0.2",,6.19,,,,,,,,6.07,,9.76,,,5.8,2.58,,9.85,,,,,,,,,"0 days 00:09:37.965303",0,0.15179,,,,,,,,,,,,,,,,,,"no_run",,,,,0.01183,,,,,,0.158,
"Methavert_20211027_3",,,11.4767492410177,3.77522703024151,11.8421376045612,0.31879607857178,12.801941086826,,,229.534984820354,7.7167,2.34497168,"SNAC111912","25/10/21",1.71,"True",,,,,"Noise:18.165. Treshold: 300. s: [0.0158]","False",,"too many pics in important section(s) of the signal",,,"Noise:170.0. Treshold: 100. s: [0.0099]","False",,,"Shift in pH 3.3-3.9. Derivative value 0.309 higher than 0.05",,"Too many outliers",,6.13,,,,,,4.88,9.25,5.88,9.33,,,9.45,,3.43,,2.57,,,,,,,,,"0 days 00:08:55.554261",0,0.13423,,,,,,,,,,,,,,,,,,"no_run",,,,,0.01953,,,,,,0.404,
"Methavert_20211028_1",,,12.8716340663471,3.99213100590792,13.0837765697571,0.3051206954371,14.0987251305812,,,257.432681326942,7.6898,2.33656336,"SNAC111912","25/10/21",1.69,"True",,,,,"Noise:19.8536. Treshold: 300. s: [0.0228]","False",,"too many pics in important section(s) of the signal",,,"Noise:95.5809. Treshold: 100. s: [0.0139]","False",,,"Shift in pH 3.6-4.1. Derivative value 0.053 higher than 0.05",,"Noise:0.0116. Treshold: 100. s: 0.2",,6.21,,,,,,5,,6.33,6.85,9.87,,9.62,6.05,3.61,6.44,,,,,,,,,,"0 days 00:13:01.894178",0,0.15232,,,,,,,,,,,,,,,,,,"no_run",,,,,0.01126,,,,,,0.155,
"StepNantes_20210915_1",3.9785,1.144,4.816,6.383,8.5019,0.7507,10.1247,66.3087,81.7169,96.32,7.5478,0.7028,"SNAC111902","09/09/21",1.32,"True",,,,,"Noise:25.0. Treshold: 300. s: [0.0099]","True",,,,,"Noise:30.5224. Treshold: 100. s: [0.018]","True",,,,,"Noise:0.0103. Treshold: 100. s: 0.2",,6.24,,4.07,,,,5.17,9.57,,,,5.05,,6.16,,,2.57,8.78,5.17,9.57,5.87,,,,,"0 days 00:02:07.890271",0.01542,0.07296,,,,,,,,,"0 days 00:07:11.360339",0.04016,0.04949,0,,,,,1,"yes_run",,,,,0.0071,0.00443,0.00403,0.00426,0.0048,0.00493,0.154,-0.024
"StepNantes_20210916_1",0,0.8577,4.4397,7.4281,8.3293,0.8917,10.2178,0,61.2673,88.7957,7.0527,0.6964,"SNAC111902","16/09/21",1.4,"True",,,,,"Noise:26.4326. Treshold: 300. s: [0.0105]","True",,,,,"Noise:36.5351. Treshold: 100. s: [0.0354]","False",,,,,"Too many outliers",,,,5.95,4.12,,,,9.66,,5.24,,,9.01,,5.73,,2.51,,4.8,9.66,5.92,5.24,,,,"0 days 00:01:30.938679",0.02163,0.06342,,,,,,,,,"0 days 00:09:07.915145",0,0.03446,0.00202,0.03418,,,,7.73895,"yes_run",,,,,0.00074,0.00418,0.00346,0.00387,0.00326,0.00396,0.15,0.027
"StepNantes_20210917_1",4.4729,,5.9214,7.1995,8.6234,0.8348,10.4538,74.5494,,118.4297,7.1115,0.7192,"SNAC111902","16/09/21",1.33,"True",,,,,"Noise:40.6585. Treshold: 300. s: [0.0231]","True",,,,,"Noise:35.0. Treshold: 100. s: [0.01]","True",,,,,"Noise:0.0042. Treshold: 100. s: 0.05",,6.15,,4.23,,,,5.2,,,9.74,6.67,4.78,9.34,,,,3.15,,5.2,9.27,5.93,9.74,6.67,,,"0 days 00:02:13.984976",0.01521,0.08904,,,,,,,,,"0 days 00:10:22.943740",0.0439,,0,0.03553,0.00198,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00233,0.00558,0.00425,0.00503,0.00343,0.00422,0.154,0.5
"StepNantes_20210920_1",0,,,,,,,0,,,7.1291,0.5279,"SNAC111902","16/09/21",1.33,"False",,,,,"Noise:536.9599. Treshold: 300. s: [0.043]","True",,,,,"Noise:33.7654. Treshold: 100. s: [0.0155]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0014. Treshold: 100. s: 0.005",4.58,6.3,,4.07,5.55,,,,,,5.22,9.91,5.01,9.4,,5.22,,4.72,,4.8,9.3,5.96,5.22,9.91,,,,,,,,,,,,,,"0 days 00:09:31.404210",0,,0.00345,0.02923,0.03631,,,1.16892,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00168,0.00517,0.00322,0.00437,0.00378,0.00396,0.152,0.67
"StepNantes_20210921_1",0,,,,,,,0,,,7.16,0.6666,"SNAC111902","16/09/21",1.3,"False",,,,,"Noise:753.3037. Treshold: 300. s: [0.001]","True",,,,,"Noise:33.4264. Treshold: 100. s: [0.0263]","True",,,,,"Noise:0.0092. Treshold: 100. s: 0.2",4.79,6.3,,4.28,5.86,,,,,,5.21,9.87,,,,2.61,,3.33,,4.8,9.29,5.95,5.21,9.87,,,,,,,,,,,,,,"0 days 00:09:43.437724",0,,0.00172,0.03543,0.03415,,,6.8165,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00566,0.00565,0.0038,0.00491,0.00345,0.0043,0.153,0.633
"StepNantes_20210922_1",4.2102,,4.5019,6.1169,8.051,0.7597,9.6062,70.1714,,90.0385,7.0405,0.6279,"SNAC111902","16/09/21",1.28,"True",,,,,"Noise:57.1377. Treshold: 300. s: [0.0528]","True",,,,,"Noise:35.6074. Treshold: 100. s: [0.0075]","True",,,,,"Noise:0.0014. Treshold: 100. s: 0.005",,,,6,4.1,,,5.14,,,9.76,6.72,,9.29,,6.19,,,,5.14,9.28,5.94,9.76,6.72,,,"0 days 00:01:59.160372",0.02457,0.07034,,,,,,,,,"0 days 00:11:14.922810",0.04302,,0,0.03613,0.00505,,,9.20068,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00058,0.00584,0.00413,0.00515,0.00349,0.00422,0.151,0.523
"StepNantes_20210923_1",0,,4.1311,5.6389,7.7425,0.7283,9.1762,0,,82.6229,7.4304,0.463,"SNAC111902","23/09/21",1.3,"True",,,,,"Noise:54.8729. Treshold: 300. s: [0.0431]","True",,,,,"Noise:20.7658. Treshold: 100. s: [0.011]","False",,,,"Calibration lost: very low variations. Please control it","Noise:0.0016. Treshold: 100. s: 0.005",4.77,6.15,,3.92,,,,,,,5.21,10.11,,8.93,,6.44,,2.97,,4.8,9.3,5.96,5.21,10.11,,,"0 days 00:01:21.842234",0.0218,0.06355,,,,,,,,,"0 days 00:10:29.663329",0,,0.00383,0.0317,0.04723,,,10.92563,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00027,0.0041,0.00246,0.00343,0.0054,0.00446,0.153,0.879
"StepNantes_20210924_1",0,,,,,,,0,,,7.7335,0.5011,"SNAC111902","23/09/21",1.3,"False",,,,,"Too many outliers","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Too many outliers",4.67,6.32,,,5.54,,,,,,5.3,9.9,5.11,8.89,,,,,,4.8,9.26,5.93,5.3,9.9,,,,,,,,,,,,,,"0 days 00:08:49.168388",0,,0.00188,0.03128,0.0458,,,3.16235,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00521,0.00321,0.00293,0.00308,0.00461,0.00398,0.157,0.664
"StepNantes_20210927_1",3.8223,,,,,,,63.7064,,,7.7385,0.5591,"SNAC111902","23/09/21",1.29,"False",,,,,"Noise:386.3271. Treshold: 300. s: [0.0531]","True",,,,,"Noise:51.3179. Treshold: 100. s: [0.0552]","False",,"too many pics in important section(s) of the signal",,,"Noise:0.0117. Treshold: 100. s: 0.2",,6.21,,,3.17,,,5.02,,,10,,4.79,9.34,5.69,,,5.05,,5.02,9.24,5.89,10,,,,,,,,,,,,,,,"0 days 00:06:49.275036",0.0396,,0,0.04524,,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.01111,0.00486,0.00334,0.00425,0.00532,0.0048,0.156,0.762
"StepNantes_20210928_1",0,,4.4279,5.8101,8.3125,0.6989,9.7897,0,,88.5583,7.6345,0.5344,"SNAC111902","23/09/21",1.31,"True",,,,,"Noise:60.8668. Treshold: 300. s: [0.0522]","True",,,,,"Noise:27.2189. Treshold: 100. s: [0.0134]","False",,"too many pics in important section(s) of the signal","Shift in pH 4.4-4.6. Derivative value 0.05 higher than 0.05","Calibration lost: strictly positive for pH>8. Please control it","Too many outliers",,6.18,,4.09,,,,,,,5.21,9.92,4.59,,,6.07,,5.15,,4.8,9.25,5.91,5.21,9.92,,,"0 days 00:01:00.519915",0,0.0676,,,,,,,,,"0 days 00:08:50.274968",0,,0.00091,0.03636,0.0425,,,15,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00363,0.00431,0.0032,0.00387,0.00444,0.00405,0.15,0.686
"StepNantes_20210929_1",0,,,,,,,0,,,7.7246,0.5113,"SNAC111902","23/09/21",1.3,"False",,,,,"Noise:331.6247. Treshold: 300. s: [0.0111]","True",,,,,"Noise:20.0. Treshold: 100. s: [0.0099]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Noise:0.0034. Treshold: 100. s: 0.05",4.9,6.22,,3.17,6.01,,,,,,5.22,9.92,,,,5.47,,8.74,,4.8,9.25,5.9,5.22,9.92,,,,,,,,,,,,,,"0 days 00:09:24.702651",0,,0.00155,0.03559,0.04422,,,4.13649,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00227,0.00374,0.00317,0.0035,0.00482,0.0042,0.156,0.685
"StepNantes_20210930_1",3.6153,,5.3614,5.6404,8.5819,0.6572,10.0159,60.2552,,107.2292,6.9346,0.5185,"SNAC111902","30/09/21",1.29,"True",,,,,"Noise:26.6357. Treshold: 300. s: [0.0116]","True",,,,,"Noise:30.0. Treshold: 100. s: [0.01]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Noise:0.0037. Treshold: 100. s: 0.05",,,,5.83,4.01,,,5.14,,,10.27,6.79,,8.93,,2.88,,3.08,,5.14,9.27,5.93,10.27,6.79,,,"0 days 00:02:30.094936",0.02225,0.08312,,,,,,,,,"0 days 00:08:05.634881",0.03721,,0,0.02593,0.00502,,,10.88646,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00203,0.00395,0.00362,0.0038,0.00377,0.00342,0.155,1.037
"StepNantes_20211001_1",4.392,,5.5658,6.4645,8.5591,0.7552,10.2026,73.2014,,111.3161,7.4319,0.5419,"SNAC111902","30/09/21",1.31,"True",,,,,"Noise:58.9406. Treshold: 300. s: [0.0231]","True",,,,,"Noise:30.0. Treshold: 100. s: [0.01]","False",,,,"Calibration lost: strictly positive for pH>8. Please control it","Noise:0.0017. Treshold: 100. s: 0.005",,6.13,,4.03,,,,5.07,,,10.55,6.87,,9.19,,6.14,,,,5.07,9.26,5.92,10.55,6.87,,,"0 days 00:02:16.485284",0.016,0.08497,,,,,,,,,"0 days 00:09:53.093233",0.04421,,0,0.02727,0.00528,,,1,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00047,0.0056,0.00379,0.00491,0.00483,0.00442,0.151,1.312
"StepNantes_20211004_1",3.007,,,,,,,50.1182,,,7.4087,0.4699,"SNAC111902","30/09/21",1.31,"False",,,,,"Noise:340.0. Treshold: 300. s: [0.01]","True",,,,,"Noise:40.9729. Treshold: 100. s: [0.0205]","False",,,,,"Too many outliers",4.98,6.4,,5.28,,,,5.19,,,10.58,6.79,,,,,,3.41,4.49,5.19,9.28,5.94,10.58,6.79,,,,,,,,,,,,,,"0 days 00:07:40.503832",0.03092,,0,0.02669,0.00459,,,14.47333,"yes_run","Probe loss of calibration","Probe loss of calibration",,,0.00147,0.00332,0.00251,0.00297,0.00451,0.00343,0.15,1.349
